"GEO","TIME","UNIT","AIRPOL","SRC_CRF","Value","Flag and Footnotes"
"Croatia","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","24,482.37",""
"Italy","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","449,083.53",""
"Cyprus","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","9,100.33",""
"Latvia","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","11,526.99",""
"Lithuania","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","20,647.57",""
"Luxembourg","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","11,642.96",""
"Hungary","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","61,353.69",""
"Malta","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","2,607.3",""
"Netherlands","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","207,351.1",""
"Austria","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","80,658.9",""
"Poland","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","393,564.48",""
"Portugal","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","71,034.97",""
"Romania","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","117,142.09",""
"Slovenia","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","16,825.69",""
"Slovakia","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","41,976.27",""
"Finland","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","57,120.12",""
"Sweden","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","55,937.92",""
"United Kingdom","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","541,747.46",""
"Iceland","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","5,479.54",""
"Liechtenstein","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","198.99",""
"Norway","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","56,019.68",""
"Switzerland","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","53,457.4",""
"Turkey","2015","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","483,774.51",""
"Belgium","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","122,585.92",""
"Bulgaria","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","59,992.95",""
"Czechia","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","131,850.94",""
"Denmark","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","53,514.54",""
"Germany (until 1990 former territory of the FRG)","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","935,789.28",""
"Estonia","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","19,779.49",""
"Ireland","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","64,094.47",""
"Greece","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","94,946.06",""
"Spain","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","342,728.96",""
"France","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","475,829.67",""
"Croatia","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","24,654.25",""
"Italy","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","446,472.03",""
"Cyprus","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","9,676.36",""
"Latvia","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","11,564.48",""
"Lithuania","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","20,709.67",""
"Luxembourg","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","11,551.9",""
"Hungary","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","61,848.03",""
"Malta","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","2,321.13",""
"Netherlands","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","207,217.39",""
"Austria","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","81,811.56",""
"Poland","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","402,287.01",""
"Portugal","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","69,419.51",""
"Romania","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","115,166.22",""
"Slovenia","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","17,668.72",""
"Slovakia","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","42,472.05",""
"Finland","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","60,078.34",""
"Sweden","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","55,848.68",""
"United Kingdom","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","516,325.11",""
"Iceland","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","5,679.28",""
"Liechtenstein","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","188.92",""
"Norway","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","55,054.91",""
"Switzerland","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","54,005.63",""
"Turkey","2016","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","508,462.1",""
"Belgium","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","122,844.14",""
"Bulgaria","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","62,407.78",""
"Czechia","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","130,859.9",""
"Denmark","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","51,288.77",""
"Germany (until 1990 former territory of the FRG)","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","923,767.98",""
"Estonia","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","21,104.36",""
"Ireland","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","64,067.6",""
"Greece","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","99,049.73",""
"Spain","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","357,364.1",""
"France","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","480,931.4",""
"Croatia","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","25,484.91",""
"Italy","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","442,575.73",""
"Cyprus","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","9,980.9",""
"Latvia","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","11,667.12",""
"Lithuania","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","20,937.95",""
"Luxembourg","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","11,933.1",""
"Hungary","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","64,467.4",""
"Malta","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","2,587.3",""
"Netherlands","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","205,445.97",""
"Austria","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","84,288.11",""
"Poland","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","417,195.5",""
"Portugal","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","74,508.83",""
"Romania","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","117,890.96",""
"Slovenia","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","17,441.07",""
"Slovakia","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","43,641.68",""
"Finland","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","57,504.46",""
"Sweden","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","55,506.1",""
"United Kingdom","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","507,693.67",""
"Iceland","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","5,991.98",""
"Liechtenstein","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","194.86",""
"Norway","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","54,063.66",""
"Switzerland","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","53,317.11",""
"Turkey","2017","Thousand tonnes","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","534,861.39",""
